번호,재료명,아이템명,가격,아이템번호,마트번호
381,조림간장,청정원 맛간장 조림볶음용 (840ML),8890,2,3
381,조림간장,청정원 조림간장 (500ML),4580,3,3
382,조미료,[봉셰프] 이봉원의 육수한알 코인육수 캠핑 간편조미료 (멸치육수맛),11900,1,1
382,조미료,[봉셰프] 이봉원의 육수한알 코인육수 캠핑 간편조미료 (야채육수맛),11900,2,1
382,조미료,[봉셰프] 이봉원의 육수한알 코인육수 캠핑 간편조미료 (사골육수맛),11900,3,1
382,조미료,미림 900ml,3780,1,2
382,조미료,미림 500ml,2380,2,2
382,조미료,국물내기 육수한알 4g X 50입,14380,3,2
382,조미료,청정원 맛선생 참치액 (950G),11600,1,3
382,조미료,육수한알 진한맛 (4G*25입),9290,2,3
382,조미료,CJ 밥이랑 야채 (27G),1980,3,3
383,조청,청정원 조청쌀엿 700G,3980,1,1
383,조청,홈플러스시그니처 조청 쌀엿 1.2KG,4490,2,1
383,조청,청정원 조청쌀엿 1.2KG,6480,3,1
383,조청,[청정원] 쌀엿 1.2kg,5780,1,2
383,조청,[청정원] 쌀엿 700g,3980,2,2
383,조청,오뚜기 옛날쌀엿 1.2kg,8480,3,2
383,조청,농심 조청유과 (96G),1360,1,3
383,조청,백설 올리고당 (1200G),5980,2,3
383,조청,오뚜기 옛날 조청 쌀엿 (1.2KG),8480,3,3
384,죽순,죽순채 300G(팩),12900,1,1
384,죽순,[남도장터]담양죽순 담소떡 350g X 5팩,31800,2,1
384,죽순,[남도장터]담양죽순 담소떡 350g X 2팩,16200,3,1
384,죽순,[진양] 죽순 통조림 400g,3680,1,2
384,죽순,국내산 삶은 죽순 1kg(진공포장),19900,2,2
384,죽순,독일 레베 Beste Wahl 베스트발 죽순 병조림 175g (병),7100,3,2
384,죽순,자숙죽순 (300G),8190,1,3
384,죽순,국내산 삶은 죽순 1kg(진공포장),19900,2,3
384,죽순,[바보사랑]멀티액자_대나무와죽순,113280,3,3
385,중새우,[바다모아]두절새우 중 건새우 마른새우 200g,8890,1,1
385,중새우,사각새우찬기 중_2892,17700,2,1
385,중새우,사각새우찬기 중 2892,15400,3,1
385,중새우,[냉동][베트남] 생새우살 (중 71/90 200g),5480,1,2
385,중새우,★행사중 ~03/26★ 농심 새우깡 600g,6680,2,2
385,중새우,[냉동][태국] 칵테일 흰다리 새우 (중 51/60 300g),11800,3,2
385,중새우,생새우살(중) (454G),17900,1,3
385,중새우,자숙새우살 (중) (454G),17900,2,3
385,중새우,자숙 칵테일새우살 (중) (454G),17900,3,3
386,중새우살,신안 냉동 흰다리새우 2kg 중(70-90미 내외),45900,1,1
386,중새우살,신안 냉동 흰다리새우 1kg 중(35-45미 내외),25900,2,1
386,중새우살,[생산자직송] 신안 급냉새우 1kg(30~35미 내외)/중,31900,3,1
386,중새우살,[냉동][베트남] 생새우살 (중 71/90 200g),5480,1,2
386,중새우살,[냉동][베트남] ASC인증 생새우살 (중 71-90 200g),5980,2,2
386,중새우살,[냉동][태국] 흰다리새우살 (중 61/70 300g),11800,3,2
386,중새우살,생새우살(중) (454G),17900,1,3
386,중새우살,자숙새우살 (중) (454G),17900,2,3
386,중새우살,자숙 칵테일새우살 (중) (454G),17900,3,3
387,진간장,대상 청정원 두번달여 더 진한 진간장 골드 1.7L,10270,1,1
387,진간장,샘표 진간장 금 F-3 500ML,3760,2,1
387,진간장,샘표 진간장금 F-3 1.7L,10170,3,1
387,진간장,두번달여더진한 진간장 1.7L,9380,1,2
387,진간장,[샘표] 진간장 금F3 860ml,5180,2,2
387,진간장,[샘표] 진간장 금F3 (500ml),3880,3,2
387,진간장,샘표 진간장 금F-3 (500ML),3760,1,3
387,진간장,샘표 새미네부엌 진간장 (1.7L),11900,2,3
387,진간장,샘표 진간장 금F-3 (860ML),6160,3,3
388,쪽파,깐쪽파(봉),2690,1,1
388,쪽파,쪽파(봉),3590,2,1
388,쪽파,[경남 거창 특품] 3월 햇수확 흙쪽파 5kg,33900,3,1
388,쪽파,무안깐쪽파(200g),2780,1,2
388,쪽파,대용량 흙쪽파 500g(봉),6980,2,2
388,쪽파,흙쪽파 230g(봉),3980,3,2
388,쪽파,간편 깐대파 (200G),1990,1,3
388,쪽파,예산 신석영 농부의 GAP 깐쪽파 (200G),2490,2,3
388,쪽파,예산 신석영 농부의 GAP 쪽파 (500G),3290,3,3
389,쫄면,오뚜기 진짜쫄면 150G*4입,5980,1,1
389,쫄면,유니버셜] 풀무원 미니언즈 바로조리생쫄면 2인 460G,5990,2,1
389,쫄면,오뚜기 쫄면 사리 800G,3990,3,1
389,쫄면,[풀무원] 새콤달콤 생쫄면(4인),9800,1,2
389,쫄면,노브랜드 비빔쫄면420g,3380,2,2
389,쫄면,오뚜기 쫄면 가족세트 4인,6980,3,2
389,쫄면,오뚜기 생쫄면 가족기획 4인 (904G),7980,1,3
389,쫄면,요리하다 쫄면사리 5입 (900G),3990,2,3
389,쫄면,오뚜기 생쫄면 사리 (800G),3980,3,3
390,쭈꾸미,곱창파는 청년들 양념 쭈꾸미 볶음 350g * 3팩 묶음,21700,1,1
390,쭈꾸미,산지직송 국내산 제철 활 쭈꾸미 1kg,45900,2,1
390,쭈꾸미,서천 제철 쭈꾸미 생물 주꾸미 1kg,39000,3,1
390,쭈꾸미,[생물][국산] 생주꾸미 (100g),3980,1,2
390,쭈꾸미,[냉동][국산] 살아있을 때 급냉한 주꾸미 (500g),19800,2,2
390,쭈꾸미,[생물][국산] 서해 주꾸미 (500g),19800,3,2
390,쭈꾸미,서해안 주꾸미 (100G),3990,1,3
390,쭈꾸미,간편 손질 주꾸미 (500G),15900,2,3
390,쭈꾸미,하남쭈꾸미 350g 보통매운맛 3팩,29700,3,3
391,차이브,홈플러스시그니처 래티스컷감자칩사워크림앤차이브 130G,1990,1,1
391,차이브,램노스 과일치즈 갈릭차이브 125G,5980,2,1
391,차이브,글로리아비스코 뭉크 치즈&차이브 비스킷스틱 450g,9900,3,1
391,차이브,가락시장 차이브 1팩(약10g),1790,1,2
391,차이브,가락시장직송 차이브 10g,2200,2,2
391,차이브,[하루배송][온도씨]가락시장 차이브 100g,10450,3,2
391,차이브,램노스 과일치즈(갈릭&차이브) (125G),5900,1,3
391,차이브,차이브 (10G),2790,2,3
391,차이브,렘노스 과일치즈(갈릭&차이브) 125g,5700,3,3
392,차조,수입산 청차조 5kg,29900,1,1
392,차조,[부지런한농부]정성으로 가꾸어낸 황금차조 800g,24900,2,1
392,차조,[산지직송][부지런한농부]정성으로 가꾸어낸 황금차조 1kg,24900,3,1
392,차조,차좁쌀 500g,11400,1,2
392,차조,2022년 햇곡 국산 노란차조 500g,9000,2,2
392,차조,2022년 햇곡 국산 차조 500g,8200,3,2
392,차조,차좁쌀 (500G),12900,1,3
392,차조,[건강한밥상]국내산 청차조 500g,10500,2,3
392,차조,국내산 올곧은차조1kg,16330,3,3
393,참기름,CJ 진한 참기름 500ML,11150,1,1
393,참기름,홈플러스시그니처 100% 통 참깨로 짠 참기름 320ML,7290,2,1
393,참기름,옥천 고소한 참기름 160ML,5490,3,1
393,참기름,오뚜기 옛날참기름 350ml*2입,9980,1,2
393,참기름,백설 진한참기름500ml(캔),7800,2,2
393,참기름,오뚜기 고소한참기름320ml(병),10600,3,2
393,참기름,오뚜기 옛날참기름 (450ML),7980,1,3
393,참기름,Only Price 참기름 (450ML),5500,2,3
393,참기름,백설 진한참기름 (500ML),7800,3,3
394,참깨,오뚜기 옛날 볶음 참깨 200G,5280,1,1
394,참깨,옥천 국내에서 껍질벗긴 고소한 고은 참깨 200G,6090,2,1
394,참깨,오뚜기 옛날 볶음 참깨 100G,3380,3,1
394,참깨,노브랜드 볶음참깨 200g,3180,1,2
394,참깨,노브랜드 볶음참깨 1kg,9980,2,2
394,참깨,피코크 국산 통참깨 240g,18800,3,2
394,참깨,오뚜기 참깨라면 용기,1200,1,3
394,참깨,오뚜기 열려라 참깨라면 큰컵,1580,2,3
394,참깨,오뚜기 열려라 참깨라면 (4개입),3880,3,3
395,참나물,참나물(봉),2790,1,1
395,참나물,[가락시장 경매 식자재 채소] 참나물 4kg/box,24000,2,1
395,참나물,참나물,2780,1,2
395,참나물,참나물 200g(봉),2980,2,2
395,참나물,SSG 가평 참두릅(200g/팩),14800,3,2
395,참나물,참나물 (팩),1990,1,3
395,참나물,[우리가락] 참나물 250g,6500,2,3
395,참나물,[우리가락] 참나물 4kg 한박스,36000,3,3
396,참소라살,제주 제주도 해녀가 채취한 자연산 뿔소라살 자숙소라 500g [무릉외갓집],32000,1,1
396,참소라살,제주 제주도 해녀가 채취한 자연산 뿔소라살 자숙소라 250g [무릉외갓집],19000,2,1
396,참소라살,국내산 깐새우살 200g x 5팩 급냉 흰다리새우살,25900,3,1
396,참소라살,제주 해녀가 준비한 자숙 뿔소라 살 340g(170g*2팩),37900,1,2
396,참소라살,싱싱한 통영 자연산 뿔소라 1kg (8~14미 내외) / 통영직송,11900,2,2
396,참소라살,제주 해녀가 준비한 자숙 뿔소라 살 660g(330g*2팩),64900,3,2
397,참치,동원 플러스참치 90G*8,15990,1,1
397,참치,사조 살코기참치 135G*4,11480,2,1
397,참치,동원참치 900G(EPA150G*4+살코기150G*2),15990,3,1
397,참치,노브랜드 담백한 살코기참치 90g,1080,1,2
397,참치,동원 참치살코기 135g*8,18480,2,2
397,참치,사조참치 안심따개100g*8입(살코기마일드+마일드참치),13480,3,2
397,참치,동원 살코기참치 (135G*4입),11480,1,3
397,참치,사조 살코기참치 (135G*4입),7980,2,3
397,참치,동원 오메가-3 참치 (135G*8입),18480,3,3
398,참치캔,[동원선물세트] 스폐셜 27호 (라이트참치150gx6캔+리챔200gx6캔+건강요리유500m,55500,1,1
398,참치캔,[동원선물세트] 건강한 5호 (라이트참치 150g x 18캔 + 리챔 200g x 4캔),65900,2,1
398,참치캔,[동원선물세트] 캔57호 (라이트참치 150g x 12캔 + 리챔 200g x 4캔),44900,3,1
398,참치캔,동원 참치살코기 135g*8,18480,1,2
398,참치캔,사조참치 안심따개100g*8입(살코기마일드+마일드참치),13480,2,2
398,참치캔,[동원 F&B] 살코기 참치 (135g*6입),14980,3,2
398,참치캔,동원 살코기참치 (135G*4입),11480,1,3
398,참치캔,사조 살코기참치 (135G*4입),7980,2,3
398,참치캔,동원 오메가-3 참치 (135G*8입),18480,3,3
399,참치통조림,동원 마일드 참치 200G,3490,1,1
399,참치통조림,동원 살코기 참치 250G,3990,2,1
399,참치통조림,동원 김치찌개 참치 250G,3990,3,1
399,참치통조림,노브랜드 담백한 살코기참치 90g,1080,1,2
399,참치통조림,동원 참치살코기 135g*8,18480,2,2
399,참치통조림,사조참치 안심따개100g*8입(살코기마일드+마일드참치),13480,3,2
399,참치통조림,동원 살코기참치 (135G*4입),11480,1,3
399,참치통조림,사조 살코기참치 (135G*4입),7980,2,3
399,참치통조림,동원 오메가-3 참치 (135G*8입),18480,3,3
400,찹쌀,찹쌀 4.8KG(봉),19990,1,1
400,찹쌀,찹쌀 4.8KG(봉),19990,2,1
400,찹쌀,찹쌀 2KG (봉),9990,3,1
400,찹쌀,찹쌀 3kg,13900,1,2
400,찹쌀,찹쌀 4kg,10580,2,2
400,찹쌀,유기농 찹쌀 3kg,14800,3,2
400,찹쌀,찹쌀 (4KG),10500,1,3
400,찹쌀,무농약 찹쌀 (3KG),16900,2,3
400,찹쌀,찹쌀 (1KG),6490,3,3
401,찹쌀가루,홈플러스시그니처 생찹쌀가루 400G,4290,1,1
401,찹쌀가루,[푸른들마켓][해표] 찹쌀가루350g,4500,2,1
401,찹쌀가루,[푸른들마켓][칠갑] 찹쌀가루400g,5900,3,1
401,찹쌀가루,배대감 찹쌀가루 400g,3380,1,2
401,찹쌀가루,[성진] 찹쌀가루 1kg,8280,2,2
401,찹쌀가루,무농약 찹쌀가루 500g,5980,3,2
401,찹쌀가루,요리하다 찹쌀가루 (400G*2입),5980,1,3
401,찹쌀가루,요리하다 찹쌀가루 (400G),3590,2,3
401,찹쌀가루,요리하다 찹쌀가루 (800G),5990,3,3
402,청경채,청경채 (봉),2490,1,1
402,청경채,친환경 청경채(봉),2090,2,1
402,청경채,국내산 청경채 1kg,10900,3,1
402,청경채,청경채 300g(봉),3180,1,2
402,청경채,청경채 (마산),2480,2,2
402,청경채,청경채 200g(봉),2680,3,2
402,청경채,청경채 (봉),2190,1,3
402,청경채,[우리가락]청경채 200g,4900,2,3
402,청경채,[우리가락] 청경채 500g,6500,3,3
403,청고추,[맛다름] 꽈리고추 300g/봉,4300,1,1
403,청고추,4.5kg 단지 / 담금주 과일청 생수병 생수통 물병 물통,2370,2,1
403,청고추,[맛다름] 청양고추 150g/봉,2400,3,1
403,청고추,청홍고추 200g (봉),4980,1,2
403,청고추,[산들해반찬]가정식반찬 125종 당일조리 나물 밑반찬 국 탕 찌개 메인요리 새벽배송,3400,2,2
403,청고추,[오빠닭] 오븐에 빠진 통닭가슴살 100g 5종 1팩,2900,3,2
403,청고추,청홍 고추 (봉),4990,1,3
404,청국장,씨제이 다담 청국장 양념 530G,6990,1,1
404,청국장,씨제이 다담 청국장 찌개 양념 130G,2190,2,1
404,청국장,CJ 비비고두부청국장찌개 460G,5490,3,1
404,청국장,다담청국장찌개530g,6980,1,2
404,청국장,[CJ] 백설 다담 뚝배기 청국장 찌개양념 130g,2280,2,2
404,청국장,조선미가 청국장 200g,4400,3,2
404,청국장,어깨동무 국산콩 청국장 (300G),4990,1,3
404,청국장,[식품명인 권기옥] 황토방 청국장 200g x 4개(총800g),21900,2,3
404,청국장,[식품명인 권기옥] 황토방 청국장가루 200g,12900,3,3
405,청양고추,청양고추 150G(봉),3490,1,1
405,청양고추,친환경 청양고추 50G (봉),3990,2,1
405,청양고추,냉동 대파 1kg + 청양고추 1kg /라면/찌개/볶음/팜피아,7900,3,1
405,청양고추,청양고추 200g (봉),5280,1,2
405,청양고추,친환경 청양고추 100g,5980,2,2
405,청양고추,냉동 슬라이스 청양고추 80g,2480,3,2
405,청양고추,소용량 매운 고추 (봉),1800,1,3
405,청양고추,국산 냉동 바로뚝딱 청양고추 (180G),2790,2,3
405,청양고추,친환경 매운고추 (120G/팩),4000,3,3
406,청어알,저염방식 청어알 1kg,34900,1,1
406,청어알,저염방식 청어알 500g,19900,2,1
406,청어알,[해미래] 톡톡 튀는 냉동 날치알 레드 500g x 2팩,29500,3,1
406,청어알,[탐나는밥상] 청어알 젓갈 200g,8200,1,2
406,청어알,속초젓갈 청어알젓 500g,21900,2,2
406,청어알,속초젓갈 청어알젓 220g,12900,3,2
406,청어알,[설해담] 속초젓갈 청어알젓 1kg,31500,1,3
406,청어알,강경젓갈 청어알젓 250g,9700,2,3
406,청어알,강경 청어알젓 400g,21900,3,3
407,청장,(set)7호 청장미 티포크(2P) 10개,20800,1,1
407,청장,청장미 T/S 티스푼 (10개묶음),20500,2,1
407,청장,(set)7호 청장미 티스푼(2P) 10개,20800,3,1
407,청장,청장(조선간장),8280,1,2
407,청장,[식품명인 권기옥] 조선간장 청장 1ℓ,23900,2,2
407,청장,[식품명인 권기옥] 조선간장 청장 300㎖,9900,3,2
407,청장,[식품명인 권기옥] 청장(조선간장) 300ml,9900,1,3
407,청장,[식품명인 권기옥] 청장(조선간장) 1L,23900,2,3
407,청장,[식품명인 권기옥] 궁중장 어육청장 310ml,22000,3,3
408,청정원굴소스,대상 청정원 굴소스 260G,5090,1,1
408,청정원굴소스,대상 청정원 직화 파기름 굴소스 155G,3380,2,1
408,청정원굴소스,대상 청정원 굴소스 500G,8790,3,1
408,청정원굴소스,[청정원] 프리미엄 굴소스 500g,5480,1,2
408,청정원굴소스,[청정원] 프리미엄 굴소스 260g,4780,2,2
408,청정원굴소스,청정원 직화파기름 굴소스 465g,5480,3,2
408,청정원굴소스,청정원 프리미엄굴소스 (170G),3380,1,3
408,청정원굴소스,청정원 굴소스 (500G),7980,2,3
408,청정원굴소스,청정원 직화파기름 굴소스 (465G),7980,3,3
409,청정원순창쌈장,대상 청정원 순창 양념듬뿍 쌈장 500G,4860,1,1
409,청정원순창쌈장,대상 청정원 순창 양념듬뿍 쌈장 200G,2230,2,1
409,청정원순창쌈장,대상 청정원 순창 양념듬뿍 쌈장 비닐 500G,3420,3,1
409,청정원순창쌈장,순창 고기전용쌈장 170g,2790,1,2
409,청정원순창쌈장,순창 양념듬뿍쌈장 500g,4860,2,2
409,청정원순창쌈장,순창 고기전용쌈장 450g,6570,3,2
409,청정원순창쌈장,청정원 순창쌈장 (500G),4900,1,3
409,청정원순창쌈장,청정원 순창쌈장 (200G),2250,2,3
409,청정원순창쌈장,청정원 순창쌈장 (1KG),8690,3,3
410,청주,오뚜기 미향 900ML,4180,1,1
410,청주,오뚜기 미향발효맛술 900ML,4580,2,1
410,청주,오뚜기 미향 1.8L,6680,3,1
410,청주,참주가 우담청주 13도 700ml 차례주,4200,1,2
410,청주,우포의 아침 순수요리용 청주 미청 14도 1.5L 무가당,7500,2,2
410,청주,조선주조사 (700ml - Alc 14%),7300,3,2
410,청주,오뚜기 청주식 돼지김치짜글이 (450G),7480,1,3
410,청주,쉐푸드 청주식 돈짜글이 (605G),10990,2,3
410,청주,경주법주 (13%) (700ML),8480,3,3
411,청포묵,대한민국 식품명인 김영근 청포묵 420g,5900,1,1
411,청포묵,청포묵 420g,10900,2,1
411,청포묵,청포묵 420gx2,17500,3,1
411,청포묵,탱글탱글 참맛 생 청포묵 300g,3400,1,2
411,청포묵,식품명인 청포묵 420g,6900,2,2
411,청포묵,청포묵 320g,2580,3,2
411,청포묵,어깨동무 도토리묵+청포묵 (300G*2입),3500,1,3
411,청포묵,탱글탱글 참맛 청포묵(300g) 3팩,10900,2,3
411,청포묵,국내산 담백한 청포묵 300g x 3개,23500,3,3
412,청피망,팜피아 냉동 청피망 다이스 2kg/볶음밥/피자/소스/10mm,6900,1,1
412,청피망,디앤데코 도어 쿠션 피망,5190,2,1
412,청피망,세모네모 피망 도어쿠션 LP 24 문닫힘방지,10860,3,1
412,청피망,청홍피망(봉) 120g이상,4280,1,2
412,청피망,청피망(2입/봉),3480,2,2
412,청피망,청홍피망 2입/봉,3980,3,2
412,청피망,청피망 (1입/봉),2490,1,3
412,청피망,[우리가락] 청피망 1개,4600,2,3
412,청피망,[우리가락] 청피망 2개 한팩,7800,3,3
413,체리,[생활앤] 냉동 체리 1kg x 3팩,26800,1,1
413,체리,[생활앤] 냉동 체리 1kg x 1팩,9900,2,1
413,체리,홈플러스시그니처 냉동 체리 500G,5990,3,1
413,체리,그리스산 냉동체리 1kg(팩),9980,1,2
413,체리,[칠레산] 냉동 체리 500g,7980,2,2
413,체리,테일러 말린 블랙체리170g,6980,3,2
413,체리,타트체리착즙주스 (1000ML),8990,1,3
413,체리,롯데 아이스브레이커스 듀오 체리 (36G),2780,2,3
413,체리,크리스탈 라이트 체리석류 (3.34G*10입),5180,3,3
414,초고추장,대상 청정원 순창 초고추장 500G,5500,1,1
414,초고추장,CJ 해찬들 새콤 달콤 초고추장 300G,3400,2,1
414,초고추장,CJ 해찬들 새콤 달콤 초고추장 1050G,6200,3,1
414,초고추장,[청정원] 순창 초고추장 500g,3980,1,2
414,초고추장,CJ해찬들 초고추장 1.05kg,6200,2,2
414,초고추장,청정원 초고추장 1kg,5480,3,2
414,초고추장,[우리가락] 해찬들 초고추장 170g,2800,1,3
414,초고추장,[사조대림] 순창궁 초고추장 530g x2개,9200,2,3
414,초고추장,[CJ직배송] 새콤달콤초고추장1050G PET X 2개,13000,3,3
415,초생강,초생강,1850,1,1
415,초생강,락교와 초생강,990,2,1
415,초생강,자연미가 초생강(적) 13kg(1.3kgx10팩) /생강초절임 반찬,28000,3,1
415,초생강,[키친델리] 초생강+락교60g(팩),990,1,2
415,초생강,초생강(백초생강 적초생강 중 택 1)1.3kg / 적초생강 백초생강 초생강 생강절임 락교 초생강절임 생강채,3900,2,2
415,초생강,초밥재료 미니초생강 80g,2600,3,2
415,초생강,적초생강 (200G),4390,1,3
415,초생강,뚜껑이있는 적초생강 (80G),1990,2,3
415,초생강,백초생강 (200G),4390,3,3
416,초콜릿,해태 미니 자유시간 500G,9990,1,1
416,초콜릿,롯데 ABC초코 미니언즈 187G,4790,2,1
416,초콜릿,롯데 크런키 더블크런치바 미니 513G,11990,3,1
416,초콜릿,노브랜드 다크 초콜릿 72% 100g,1780,1,2
416,초콜릿,노브랜드 밀크초콜릿 90g,980,2,2
416,초콜릿,노브랜드 다크초콜릿 90g,980,3,2
416,초콜릿,롯데 ABC 초콜릿 (187G),3980,1,3
416,초콜릿,롯데 아몬드 초코볼 (46G),1580,2,3
416,초콜릿,롯데 가나마일드 4번들 (136G),3380,3,3
417,총각무,[HACCP인증/당일생산] 국내산 전라도 총각 무 알타리 김치 2KG,21500,1,1
417,총각무,농협 풍산김치 총각김치3kg+무말랭이1kg,46000,2,1
417,총각무,네스카페 오리진스 알타리카 10T (11G),3090,3,1
417,총각무,국내산 초롱무 알타리무 1단 실중량 2.5kg 내외 15~20개,14900,1,2
417,총각무,CJ 비비고 총각김치 1.5KG,18500,2,2
417,총각무,CJ 비비고 총각김치 900g,14900,3,2
417,총각무,CJ 비비고 열무김치 (1.5KG),20900,1,3
417,총각무,CJ 비비고 총각김치 (1.5KG),20900,2,3
417,총각무,[해뜰] 포기김치 8kg + 총각김치 3kg,89900,3,3
418,춘권피,랜시푸드 춘권피 (18g±1g x30개 550g),10070,1,1
418,춘권피,춘권피 400g (15cmX50장) x 6개[아이스박스포함가],24400,2,1
418,춘권피,춘권피 400g (15cmX50장) x 2개[아이스박스포함가],8700,3,1
418,춘권피,춘권피 550g (19cmX50장) x 2개 / 춘권 스프링롤 만두피 스프링롤 춘권피7.5인치,10700,1,2
418,춘권피,춘권피 400g (15cmX50장) x 2개 / 춘권 스프링롤 만두피 스프링롤 춘권피6인치,8800,2,2
418,춘권피,[세미원푸드] 춘권피 10인치 570g (25cm 30개) x 2팩 스프링롤피 만두피,12000,3,2
418,춘권피,춘권피 400g (15cmX50장) x 2개[아이스박스포함가],8700,1,3
418,춘권피,춘권피 550g (19cmX50장) x 2개[아이스박스포함가],10600,2,3
418,춘권피,춘권피 550g (19cmX50장) x 6개[아이스박스포함가],30500,3,3
419,취나물,바다 바람 맞고 자란 고흥 건 취나물 80G(봉),11990,1,1
419,취나물,취나물 (봉),2790,2,1
419,취나물,한우물 한끼해줘 취나물밥 250g x10봉,24500,3,1
419,취나물,산취나물(150g/팩),4480,1,2
419,취나물,취나물,2480,2,2
419,취나물,해풍맞고자란 고흥 건취나물(100g/봉),6990,3,2
419,취나물,취나물 (팩),1990,1,3
419,취나물,[새벽배송][우리가락]취나물 250g(쫑취),6200,2,3
419,취나물,건취나물 (60G),5690,3,3
420,치자,풀무원 찬 치자 김밥 단무지 300g,2590,1,1
420,치자,홈플러스시그니처 치자 통 단무지 550G,4790,2,1
420,치자,풀무원 찬 치자 반절 단무지 350G,2990,3,1
420,치자,[일가집] 쫄깃 치자 단무지 200g,2480,1,2
420,치자,국산 치자 치자열매(절) 250g (국내산 100%),7500,2,2
420,치자,국내산 치자 분말 가루 50g,3600,3,2
420,치자,초이스엘 치자 맛단무지 (250G),1800,1,3
420,치자,CJ 치자단무지와 우엉조림 (220G),3390,2,3
420,치자,일가집 쫄깃치자단무지 (200G),2340,3,3
421,치즈,매일 스트링 치즈 180G,12980,1,1
421,치즈,서울 고다 슬라이스 치즈 180G,5280,2,1
421,치즈,서울 에멘탈 슬라이스 치즈 180G,5280,3,1
421,치즈,서울우유 슈레드 모짜렐라치즈 1kg,14980,1,2
421,치즈,피코크 에이클래스 체다 치즈 210g (30gX7),6980,2,2
421,치즈,피코크 에이클래스 고칼슘치즈 210g (30gX7),6980,3,2
421,치즈,서울 체다 슬라이스 치즈 기획 (300G*2입),9980,1,3
421,치즈,서울 슈레드 피자치즈 (멀티팩) (300G),6980,2,3
421,치즈,빙그레 모짜렐라 피자치즈 (60G*4),6380,3,3
422,치즈가루,멜오에이지 파마산 치즈가루 227G,8190,1,1
422,치즈가루,유리 치즈병 소 치즈가루병,8700,2,1
422,치즈가루,리얼 그레이티드 파마산 치즈 가루 85g 피자 파스타,4000,3,1
422,치즈가루,[Be Chef] 파마산 치즈 블랜드 300g,8380,1,2
422,치즈가루,노브랜드 파마산 치즈 227g,4980,2,2
422,치즈가루,멜오에이지 파마산분말치즈 227g,6400,3,2
422,치즈가루,리얼파마산 치즈가루 (85G),4280,1,3
422,치즈가루,그라나파다노 그레이티드 치즈가루 파마산 치즈분말,33000,2,3
422,치즈가루,팔리니 치즈가루 파마산 치즈분말,4500,3,3
423,치커리,치커리 (봉),1990,1,1
423,치커리,웰빙곳간 루바브 치커리 뿌리 추출물 정 120정,19900,2,1
423,치커리,루바브 백수오 치커리 홍삼 추출정 식약처 HACCP 인증 60정,14500,3,1
423,치커리,치커리 80g(봉),1980,1,2
423,치커리,치커리,2480,2,2
423,치커리,하루채소 가벼운샐러드,990,3,2
423,치커리,친환경 쌈치커리 (80G/팩),1790,1,3
423,치커리,로컬 쌈치커리 (80G/봉),1590,2,3
423,치커리,[우리가락] 치커리 500g,8500,3,3
424,칠리,몬 스위트 칠리소스 295ML,4190,1,1
424,칠리,닭표 스리라차칠리소스 255G,5900,2,1
424,칠리,닭표 스리라차 칠리소스 481G,9900,3,1
424,칠리,[후이펑]닭표 스리라차 칠리소스 255g,5980,1,2
424,칠리,[MORN] 몬 스위트 칠리소스 240g,2900,2,2
424,칠리,[MORN] 스위트 칠리소스 295ml,3680,3,2
424,칠리,요리하다 칠리새우 (400G),7490,1,3
424,칠리,스리라차 핫 칠리 시즈닝 (255G),5980,2,3
424,칠리,몬 스위트칠리소스 (295ML),3980,3,3
425,카레,오뚜기 백세카레 약간매운맛 100G,3780,1,1
425,카레,오뚜기 백세 카레 순한맛 100G,3780,2,1
425,카레,오뚜기 3일 숙성 카레 고형 순한맛 200G,4980,3,1
425,카레,티아시아 치킨 마크니 커리 전자레인지용 170g,3480,1,2
425,카레,카레여왕마늘양파 108g,3280,2,2
425,카레,에스비골드카레220g(약매),3680,3,2
425,카레,청정원카레여왕 구운마늘&양파 (108G),3280,1,3
425,카레,오뚜기 3분 카레 약간 매운맛 (200G),1680,2,3
425,카레,샘표 티아시아 치킨 마크니 커리 (170G),3480,3,3
426,카레가루,신영 커리 파우더 500g 카레 가루 분말 분 향신료,12500,1,1
426,카레가루,카레 가루 분말 커리파우더 500g,11500,2,1
426,카레가루,카레 가루 분말 커리파우더 60g 조미료,4500,3,1
426,카레가루,카레여왕마늘양파 108g,3280,1,2
426,카레가루,[오뚜기] 카레(순한맛) 100g,2020,2,2
426,카레가루,오뚜기 백세카레약간매운맛 100g,3780,3,2
426,카레가루,청정원카레여왕 구운마늘&양파 (108G),3280,1,3
426,카레가루,오뚜기 카레분말 약간매운맛 (100G),2380,2,3
426,카레가루,오뚜기 카레분말 순한맛 (100G),2380,3,3
427,칵테일새우,생칵테일새우(XL) 400G(팩)(꼬리O),26900,1,1
427,칵테일새우,생칵테일새우(L) 800G(팩)(꼬리O),38900,2,1
427,칵테일새우,자숙 칵테일쉬림프새우링 453G(팩)(꼬리O),18900,3,1
427,칵테일새우,[냉동][베트남] 생새우살 (중 71/90 200g),5480,1,2
427,칵테일새우,[냉동][베트남] 생새우살 (소 91/120 200g),4980,2,2
427,칵테일새우,[냉동][인도] 킹 칵테일 새우살 (26-30) (450g),15980,3,2
427,칵테일새우,칵테일 새우살 기획 (200G*2EA),13900,1,3
427,칵테일새우,자숙 칵테일새우살 (대) (454G),17900,2,3
427,칵테일새우,흰다리새우살(점보꼬리있음) (454G),17900,3,3
428,칼국수,농심 멸치칼국수사발 75G,1460,1,1
